,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2009/10/22,2688.8955,3080.663,,,3381.145
2009/10/23,2730.1506,3123.463,,,3436.391
2009/10/26,2728.2004,3123.364,,,3432.895
2009/10/27,2716.3091,3086.091,,,3392.102
2009/10/28,2658.5024,3038.059,,,3337.167
2009/10/29,2656.7363,2993.435,,,3291.18
2009/10/30,2658.7527,3027.131,,,3329.54
2009/11/2,2712.6462,3077.907,,,3394.724
2009/11/3,2752.7434,3121.202,,,3447.481
2009/11/4,2774.6846,3141.453,,,3476.34
2009/11/5,2787.7986,3158.718,,,3471.83
2009/11/6,2810.6204,3183.574,,,3506.027
2009/11/9,2806.2104,3176.661,,,3495.887
2009/11/10,2831.1736,3211.105,,,3532.186
2009/11/11,2820.8457,3186.595,,,3514.829
2009/11/12,2838.3906,3199.869,,,3529.061
2009/11/13,2832.9204,3189.091,,,3518.894
2009/11/16,2908.9126,3275.549,,,3625.887
2009/11/17,2928.1479,3298.379,,,3649.422
2009/11/18,2939.4302,3315.872,,,3652.809
2009/11/19,2951.3574,3329.028,,,3653.899
2009/11/20,2965.4714,3332.531,,,3658.214
2009/11/23,2976.3118,3339.305,,,3666.27
2009/11/24,2997.6479,3361.386,,,3698.129
2009/11/25,2934.5459,3291.173,,,3630.301
2009/11/26,2944.1938,3305.327,,,3646.607
2009/11/27,2826.1667,3169.755,,,3480.931
2009/11/30,2855.1345,3195.879,,,3511.765
2009/12/1,2904.5427,3240.661,,,3566.78
2009/12/2,2941.7446,3278.27,,,3607.561
2009/12/3,2937.0015,3270.367,,,3603.122
2009/12/4,2965.2122,3319.129,,,3646.263
2009/12/7,2973.4929,3334.011,,,3672.798
2009/12/8,2973.6931,3330.382,,,3671.042
2009/12/9,2947.2083,3284.645,,,3603.696
2009/12/10,2934.7014,3276.126,,,3601.289
2009/12/11,2941.5076,3280.939,,,3614.952
2009/12/14,2950.6467,3315.034,,,3623.273
2009/12/15,2954.1465,3303.176,,,3620.322
2009/12/16,2949.9814,3299.331,,,3610.685
2009/12/17,2926.6426,3272.975,,,3582.439
2009/12/18,2841.1541,3169.582,,,3453.348
2009/12/21,2787.9209,3123.986,,,3404.642
2009/12/22,2792.9839,3129.314,,,3404.754
2009/12/23,2755.1785,3078.837,,,3342.988
2009/12/24,2835.9695,3156.531,,,3445.704
2009/12/25,2841.2341,3154.774,,,3441.956
2009/12/28,2876.4028,3202.087,,,3489.574
2009/12/29,2890.7117,3212.516,,,3501.247
2009/12/30,2926.3169,3267.001,,,3561.436
2009/12/31,2941.0769,3282.211,,,3579.518
2010/1/4,2956.2969,3295.279,,,3597.748
2010/1/5,2946.1157,3290.512,,,3577.526
2010/1/6,2955.7122,3295.868,,,3588.832
2010/1/7,2930.2322,3268.819,,,3558.556
2010/1/8,2872.8828,3198.92,,,3482.083
2010/1/11,2956.3193,3306.751,,,3594.528
2010/1/12,2929.6306,3275.202,,,3535.407
2010/1/13,2929.6306,3232.818,,,3490.112
2010/1/14,2897.3682,3219.016,,,3470.323
2010/1/15,2920.3992,3241.815,,,3500.072
2010/1/18,2928.5186,3238.242,,,3501.26
2010/1/19,2943.6553,3268.806,,,3528.39
2010/1/20,2936.1753,3255.128,,,3515.449
2010/1/21,2862.5864,3176.147,,,3425.18
2010/1/22,2848.9463,3147.829,,,3390.796
2010/1/25,2818.9314,3136.999,,,3372.426
2010/1/26,2790.876,3107.198,,,3341.198
2010/1/27,2712.8699,3028.647,,,3255.116
