,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2010/1/14,2849.6272,3183.381,,,3433.472
2010/1/15,2896.4685,3217.19,,,3472.524
2010/1/18,2909.5247,3213.637,,,3471.777
2010/1/19,2928.5186,3242.216,,,3506.806
2010/1/20,2930.5088,3252.037,,,3512.246
2010/1/21,2834.6848,3154.189,,,3397.043
2010/1/22,2848.9463,3118.724,,,3364.452
2010/1/25,2810.123,3103.32,,,3340.013
2010/1/26,2777.9014,3094.848,,,3328.113
2010/1/27,2703.8921,3020.54,,,3243.038
2010/1/28,2671.957,2985.214,,,3195.289
2010/1/29,2685.3835,2979.743,,,3190.315
2010/2/1,2687.7942,2981.374,,,3198.23
2010/2/2,2649.4207,2955.753,,,3170.778
2010/2/3,2640.9209,2945.034,,,3160.712
2010/2/4,2699.0854,2983.05,,,3206.431
2010/2/5,2699.5786,2936.197,,,3147.721
2010/2/8,2648.3767,2936.452,,,3152.253
2010/2/9,2645.0698,2932.09,,,3147.761
2010/2/10,2653.5195,2967.138,,,3195.142
2010/2/11,2686.8813,2985.082,,,3216.688
2010/2/12,2688.6826,2996.088,,,3232.879
2010/2/22,2719.0105,3016.703,,,3248.947
2010/2/23,2707.8972,2998.907,,,3225.393
2010/2/24,2695.8149,2964.984,,,3177.082
2010/2/25,2737.2981,3026.656,,,3252.153
2010/2/26,2776.0027,3053.498,,,3286.095
2010/3/1,2771.115,3057.006,,,3290.007
2010/3/2,2804.8689,3089.706,,,3327.103
2010/3/3,2796.9819,3074.099,,,3313.023
2010/3/4,2819.6604,3098.069,,,3338.674
2010/3/5,2746.6982,3026.639,,,3253.164
2010/3/8,2753.2737,3036.415,,,3268.397
2010/3/9,2775.3411,3053.26,,,3285.62
2010/3/10,2790.0388,3067.15,,,3304.036
2010/3/11,2767.6985,3050.644,,,3282.199
2010/3/12,2765.7578,3051.474,,,3277.309
2010/3/15,2729.1772,3010.722,,,3231.216
2010/3/16,2696.2683,2974.487,,,3183.775
2010/3/17,2715.127,2999.815,,,3214.216
2010/3/18,2773.3787,3053.158,,,3277.883
2010/3/19,2770.2295,3046.749,,,3270.978
2010/3/22,2790.5957,3069.66,,,3297.824
2010/3/23,2799.6973,3076.957,,,3305.554
2010/3/24,2781.646,3058.928,,,3282.052
2010/3/25,2789.1377,3051.356,,,3270.39
2010/3/26,2754.7568,3017.215,,,3226.8
2010/3/29,2792.1946,3076.048,,,3295.763
2010/3/30,2847.2852,3123.832,,,3361.353
2010/3/31,2854.9307,3129.574,,,3369.193
2010/4/1,2841.9175,3111.935,,,3349.884
2010/4/2,2879.197,3154.77,,,3400.139
2010/4/6,2888.1436,3170.612,,,3422.849
2010/4/7,2887.6794,3156.314,,,3403.088
2010/4/8,2882.0188,3143.451,,,3381.306
2010/4/9,2859.2031,3118.926,,,3348.773
2010/4/12,2888.3198,3151.888,,,3388.355
2010/4/13,2877.9897,3129.692,,,3350.726
2010/4/14,2891.6836,3161.551,,,3394.635
2010/4/15,2903.678,3168.139,,,3407.025
2010/4/16,2890.3345,3159.672,,,3388.286
2010/4/19,2833.552,3096.785,,,3313.499
2010/4/20,2727.5388,2980.081,,,3176.414
2010/4/21,2736.2761,2984.618,,,3178.877
2010/4/22,2780.6946,3021.289,,,3222.68
2010/4/23,2764.4404,2995.568,,,3198.784
2010/4/26,2755.3215,2988.077,,,3195.457
2010/4/27,2733.55,2962.145,,,3163.101
2010/4/28,2658.5115,2883.167,,,3080.324
2010/4/29,2686.677,2912.196,,,3114.941
2010/4/30,2632.8809,2867.649,,,3060.12
2010/5/4,2575.0129,2821.354,,,3005.487
2010/5/5,2567.5793,2804.514,,,2981.777
2010/5/6,2612.7981,2838.951,,,3014.907
2010/5/7,2472.8982,2685.992,,,2835.879
2010/5/10,2481.1675,2690.859,,,2842.366
2010/5/11,2524.2683,2745.604,,,2916.335
2010/5/12,2406.8494,2628.019,,,2781.708
2010/5/13,2424.0994,2653.579,,,2818.578
2010/5/14,2466.0178,2692.096,,,2865.58
2010/5/17,2441.5959,2663.882,,,2828.882
2010/5/18,2336.9644,2555.141,,,2711.407
2010/5/19,2363.2561,2581.63,,,2748.952
2010/5/20,2356.2456,2571.54,,,2739.219
2010/5/21,2284.1797,2492.575,,,2656.419
2010/5/24,2395.1714,2596.318,,,2787.751
2010/5/25,2449.5908,2654.359,,,2851.256
2010/5/26,2423.311,2620.853,,,2814.444
2010/5/27,2425.2908,2615.105,,,2808.048
2010/5/28,2487.8826,2680.403,,,2885.857
2010/5/31,2456.886,2647.868,,N/A,2835.334
2010/6/1,2387.5833,2577.763,,986.015,2755.284
2010/6/2,2358.1907,2548.542,,967.777,2729.328
2010/6/3,2395.7861,2575.77,,1002.529,2769.096
2010/6/4,2359.4954,2536.231,,989.934,2721.359
2010/6/7,2335.8796,2508.329,,1005.285,2692.831
2010/6/8,2344.7725,2510.084,,1067.625,2694.106
2010/6/9,2361.9431,2523.879,,1071.154,2711.642
2010/6/10,2398.178,2561.549,,1078.074,2755.94
2010/6/11,2412.5354,2574.899,,1122.962,2766.196
2010/6/17,2419.4893,2588.965,,1126.663,2778.533
2010/6/18,2385.4546,2556.602,,1052.565,2739.032
2010/6/21,2337.1167,2517.292,,992.614,2698.984
2010/6/22,2399.5684,2579.631,,1037.726,2772.886
2010/6/23,2399.8669,2576.343,,1027.545,2768.695
2010/6/24,2393.1636,2563.639,,1047.453,2753.712
2010/6/25,2387.8713,2556.54,,1046.933,2744.122
2010/6/28,2377.3926,2550.649,,1009.918,2734.507
2010/6/29,2358.2742,2534.496,,986.251,2717.465
2010/6/30,2232.2507,2409.542,,898.91,2572.912
2010/7/1,2217.6321,2393.947,,915.025,2557.92
2010/7/2,2194.679,2371.323,,879.556,2523.035
2010/7/5,2175.8003,2358.757,,857.96,2507.354
2010/7/6,2179.0618,2358.284,,859.85,2504.869
2010/7/7,2233.6282,2407.665,,897.149,2561.106
2010/7/8,2258.7581,2429.676,,912.625,2591.509
2010/7/9,2247.6516,2416.58,,904.227,2578.555
2010/7/12,2300.4688,2468.541,,932.288,2647.421
2010/7/13,2304.4182,2468.69,,925.696,2649.658
2010/7/14,2294.3325,2456.103,,930.501,2640.925
2010/7/15,2301.7075,2465.989,,920.79,2650.334
2010/7/16,2251.113,2414.681,,885.835,2597
2010/7/19,2245.45,2399.58,,882.421,2592.087
2010/7/20,2321.0623,2477.753,,910.332,2685.459
2010/7/21,2372.2576,2529.619,,940.912,2744.696
2010/7/22,2368.6729,2525.976,,939.032,2738.027
2010/7/23,2408.979,2566.851,,952.665,2787.521
2010/7/26,2418.7449,2576.372,,963.595,2798.762
2010/7/27,2427.051,2581.59,,964.379,2803.755
2010/7/28,2422.0986,2574.322,,956.016,2796.483
2010/7/29,2481.0315,2635.048,,975.141,2866.772
2010/7/30,2485.4712,2642.852,,972.506,2871.481
2010/8/2,2484.4053,2635.807,,969.29,2868.279
2010/8/3,2530.4517,2678.791,,996.058,2925.254
2010/8/4,2475.0991,2620.499,,972.249,2858.354
2010/8/5,2493.1819,2636.243,,981.12,2874.66
2010/8/6,2481.1987,2618.713,,988.824,2848.155
2010/8/9,2521.1511,2656.364,,1014.123,2894.103
2010/8/10,2540.4832,2672.793,,1032.873,2920.404
2010/8/11,2454.0425,2587.615,,992.138,2823.15
2010/8/12,2455.7065,2584.919,,994.914,2822.791
2010/8/13,2451.3103,2576.687,,993.486,2818.41
2010/8/16,2482.7542,2603.792,,1008.371,2851.219
