,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2010/7/7,9925997600,5611070000,,104616296,3572090900
2010/7/8,9622600800,5448595400,,109808788,3405696600
2010/7/9,14591593600,8589014800,,145146033,5849304500
2010/7/12,14369048000,8292234900,,126361753,5846249100
2010/7/13,11820678400,6632701900,,146865741,4322850600
2010/7/14,12325399200,7294614500,,142358618,4668886000
2010/7/15,11162529600,10553923900,,117588081,4044045900
2010/7/16,10927692800,7079330300,,100931228,3506330200
2010/7/19,13934526400,8883896200,,93880257,5386807000
2010/7/20,19203262400,11859837400,,136580867,7312834500
2010/7/21,18626230400,11424783200,,166574558,7075709200
2010/7/22,16943859200,10593421700,,132660271,6106480600
2010/7/23,17856316800,11437314900,,172125133,6451856500
2010/7/26,15617022400,9332648600,,147603566,5358002600
2010/7/27,14528174400,8660523600,,136182130,4979988400
2010/7/28,20924812800,12897953800,,156618268,7998595400
2010/7/29,22482323200,13912360500,,179419309,9596540900
2010/7/30,16325369600,9477378800,,145848678,6257559100
2010/8/2,18923894400,11294463300,,181036429,7174330000
2010/8/3,20991496000,12797109400,,175705877,8174836400
2010/8/4,18734033600,11212373700,,144616538,7131803900
2010/8/5,19049224000,11351438200,,177039972,6715758100
2010/8/6,20428446400,12092728600,,189906135,7491489500
2010/8/9,20255766400,11996475000,,209199502,7472639100
2010/8/10,21029243200,12701002100,,217707159,7843503400
2010/8/11,14700283200,8694146100,,161507822,5497913300
2010/8/12,15995427200,9267520300,,168918923,5989322700
2010/8/13,15060894400,8882045000,,147179842,5850772100
2010/8/16,20391462400,12586282300,,188040007,8106804300
2010/8/17,20427913600,12263829400,,180077710,7645291200
2010/8/18,19485686400,13625434800,,164350147,7074760000
2010/8/19,21260520000,12844161300,,162453428,7692486500
2010/8/20,19955814400,11617218400,,240456097,7166330600
2010/8/23,15496888000,8813653900,,177392812,4891551700
2010/8/24,17900278400,10724363900,,160815511,6109379600
2010/8/25,18070345600,10969582800,,216663842,6361062100
2010/8/26,14320988800,8031385700,,170076773,4867044200
2010/8/27,12376568800,7046609400,,217348053,4078958200
2010/8/30,18731086400,11047952500,,235818611,6574988200
2010/8/31,19658459200,11089024500,,217533498,6576610400
2010/9/1,22194176000,12716494000,,240015323,7697557800
2010/9/2,21299272000,12407623800,,275800393,7070085100
2010/9/3,22195940800,12945652600,,318601286,7264102700
2010/9/6,23902576000,14420906600,,254696265,9385568100
2010/9/7,19025459200,11223153900,,168600214,7351936100
2010/9/8,19447283200,11351940900,,180164408,7287200200
2010/9/9,23008768000,13298943400,,236528422,8139555400
2010/9/10,19558459200,11304115100,,221090108,6508670400
2010/9/13,20047470400,11791891400,,201029290,6727990000
2010/9/14,20560740800,12071241000,,194084161,7010590300
2010/9/15,20397758400,12203981500,,221646428,7161964200
2010/9/16,19846932800,11899820000,,171792409,7407428400
2010/9/17,14327766400,8317135700,,145003098,5193886700
2010/9/20,13538411200,7946951900,,129268187,5028310400
2010/9/21,10034166400,5810140600,,110718793,3575188100
2010/9/27,12768524000,7684465800,,107943714,4907182300
2010/9/28,14798772800,9311743000,,166617325,5866082600
2010/9/29,14280774400,8861866300,,123024219,5678223600
2010/9/30,14176923200,8958036100,,109920982,6300024700
2010/10/8,21269604800,13575954300,,151118820,9999472000
2010/10/11,32007920000,20753526500,,185247022,15873490400
2010/10/12,26746081600,16742832700,,151089552,12736170500
2010/10/13,30278947200,18528167100,,220948560,14460777300
2010/10/14,34404118400,22946170900,,199413621,17961183800
2010/10/15,34772416000,23656855800,,188478778,19341414000
2010/10/18,39072492800,26331693800,,178733552,21788205100
2010/10/19,26473184000,17066782800,,333380950,13044179100
2010/10/20,32414262400,20780442400,,343817461,16652846000
2010/10/21,25999995200,16143614100,,216194485,12388324500
2010/10/22,25174380800,14707988100,,237773386,11636185700
2010/10/25,31394217600,19211424300,,272946436,14543310500
2010/10/26,32258873600,19877890800,,296792366,14263699900
2010/10/27,29303049600,17626828000,,244383103,12376157000
2010/10/28,23372822400,14353793300,,226939254,9834945600
2010/10/29,24175572800,14710975400,,309740497,10045897000
2010/11/1,30424288000,18624318000,,375482500,12626914800
2010/11/2,36271017600,22494728300,,329263736,15491145000
2010/11/3,29310636800,18984803200,,222459564,12635930300
2010/11/4,27497801600,17685709600,,175911347,11679948100
2010/11/5,32494083200,21195580300,,223733523,13768802700
2010/11/8,32783664000,20541796000,,257917334,12647075900
2010/11/9,31700096000,19245574600,,262211626,12245453300
2010/11/10,30229187200,18505242300,,297408430,12007857800
2010/11/11,33970931200,21027474300,,318099643,13897623300
2010/11/12,37483254400,23308495800,,361233925,16073385000
2010/11/15,24355268800,15315244800,,298108055,10231572400
2010/11/16,27426732800,17108937300,,396458720,10830707200
2010/11/17,19928187200,12378026100,,282979568,8325808000
2010/11/18,16394870400,10222618200,,223879080,6569729200
2010/11/19,20324016000,12377846000,,323361538,8334765400
2010/11/22,21873414400,12711771600,,402538807,8321277600
2010/11/23,19751358400,11631195600,,289876623,7739959100
2010/11/24,19591865600,11615623800,,286909896,7533208300
2010/11/25,21986252800,13160845300,,283258445,8344209400
2010/11/26,18196208000,11086619100,,235044140,6446782400
2010/11/29,17125798400,10245254200,,268525928,5899489200
2010/11/30,22813401600,13932486300,,316325798,8576235500
2010/12/1,13742587200,8126329600,,161222103,4888266800
2010/12/2,17002966400,10419575500,,176713208,6102390800
2010/12/3,13827520000,8352101000,,170261328,5047535400
2010/12/6,13881529600,8977305500,,156235837,5636263000
2010/12/7,14073803200,8678549700,,128046095,5848365300
2010/12/8,14076441600,8670737900,,134585268,5951566300
2010/12/9,15007390400,9462255200,,180695514,6615296500
2010/12/10,12833817600,8049610800,,156930249,5710810500
2010/12/13,19986372800,12887846800,,230138083,9571373900
2010/12/14,19604024000,12094493600,,204767651,8410424100
2010/12/15,18015628800,10946248900,,231926394,7226978500
2010/12/16,14581995200,8760631300,,212781007,5679962500
2010/12/17,12063951200,7367713600,,205951569,4491914700
2010/12/20,18498382400,11375549500,,270238585,7475969300
2010/12/21,17948332800,10682562300,,188594968,7985242000
2010/12/22,16416070400,9832555700,,210949992,6993625800
2010/12/23,14619124800,8900248800,,187714436,6131584700
2010/12/24,13233608000,8121684800,,163033679,5513776700
2010/12/27,15627339200,9780727800,,156789636,7001710700
2010/12/28,13202366400,8433263200,,143956728,5632574900
2010/12/29,10227522400,6394127800,,161597599,4519277500
2010/12/30,11536074400,7317204600,,140944793,5428142900
2010/12/31,13037560000,8335021400,,139112362,6256607800
2011/1/4,17365363200,11007279100,,169588121,8541044000
2011/1/5,16191657600,10441528200,,168352709,7926881000
2011/1/6,13579100800,8470561600,,155912992,5968109200
2011/1/7,16560820800,11312956800,,197403099,8409323300
2011/1/10,13973059200,9078087200,,159181887,6549440600
2011/1/11,12329492800,8055378000,,137643164,5698591700
2011/1/12,12068486400,7924611700,,123447041,5849851800
2011/1/13,11127158400,7488626500,,177697115,5193698800
2011/1/14,11911229600,7675388000,,153437015,5335143900
2011/1/17,13965132800,9251911300,,170101489,6680756200
2011/1/18,9081798400,6037727600,,101806403,4296456400
2011/1/19,11698885600,7849316900,,117833943,5657194200
2011/1/20,12967884000,8604719100,,144228198,6104664300
2011/1/21,13951451200,9563903800,,125432116,7310296600
2011/1/24,12696178400,8792080700,,131574342,6547254500
2011/1/25,10189420800,6948141200,,142106370,4898268900
2011/1/26,9017472800,6075089900,,116102095,4337497900
2011/1/27,15009537600,10556916300,,118612753,8258591900
2011/1/28,12482476800,8542799200,,99853633,6301358900
2011/1/31,13239264000,9150281400,,121155908,6710591400
2011/2/1,10697271200,7335009200,,144771566,4986253000
2011/2/9,12690545600,8725778800,,128717513,6039414500
